Date,AAPL,AMZN,ANET,APO,ARES,AVGO,BX,GOOGL,IBM,KKR,META,MSFT,NVDA,OWL,TSM
2023-12-15,195.19,149.97,58.90,90.66,108.10,109.56,118.63,131.43,149.58,82.35,332.00,362.98,48.80,12.42,99.25
2023-12-18,193.53,154.07,59.70,90.27,108.87,111.24,115.51,134.61,150.05,83.00,341.62,364.86,49.99,12.48,99.63
2023-12-19,194.57,153.79,59.17,90.93,108.61,111.03,117.64,135.45,148.96,83.21,347.31,365.46,49.52,12.88,100.54
2023-12-20,192.48,152.12,58.29,87.96,105.84,108.18,115.64,137.12,147.57,80.60,346.24,362.87,48.03,12.83,96.83
2023-12-21,192.34,153.84,58.83,88.09,106.74,109.83,118.42,139.19,148.24,80.42,351.01,365.73,48.90,12.99,99.26
2023-12-22,191.27,153.42,59.56,87.88,107.31,109.31,119.85,140.25,149.50,80.49,350.31,366.75,48.74,12.98,99.84
2023-12-26,190.72,153.41,59.38,88.84,109.64,110.28,120.47,140.28,150.48,80.75,351.74,366.83,49.19,13.11,101.10
2023-12-27,190.82,153.34,59.43,89.39,110.31,109.72,121.61,139.14,150.71,81.89,354.72,366.25,49.33,13.16,101.29
2023-12-28,191.25,153.38,59.24,90.46,111.09,109.35,122.08,139.00,150.98,82.12,355.20,367.44,49.43,13.08,101.34
2023-12-29,190.21,151.94,58.88,89.42,110.21,108.75,120.06,138.46,150.80,81.41,350.88,368.18,49.43,12.92,100.66
2024-01-02,183.40,149.93,57.89,87.64,107.00,105.75,117.63,136.96,148.91,79.89,343.28,363.12,48.08,12.66,98.27
2024-01-03,182.03,148.47,57.35,88.44,107.09,103.14,112.20,137.70,147.62,78.50,341.47,362.85,47.48,12.72,96.96
2024-01-04,179.72,144.57,57.64,90.97,107.94,102.20,112.70,135.19,148.32,78.57,344.10,360.25,47.91,12.85,95.95
2024-01-05,179.00,145.24,57.73,91.09,108.47,102.23,112.07,134.54,146.75,79.85,348.89,360.06,49.01,12.76,96.42
2024-01-08,183.32,149.10,61.46,92.39,110.23,104.72,112.19,137.62,148.57,80.69,355.54,366.86,52.16,12.98,98.96
2024-01-09,182.91,151.37,61.30,91.79,107.30,105.47,110.96,139.71,147.60,79.98,354.32,367.94,53.05,12.70,98.62
2024-01-10,183.95,153.73,62.31,92.81,109.97,105.28,111.45,141.03,148.66,80.98,367.25,374.77,54.25,12.69,97.57
2024-01-11,183.35,155.18,62.94,91.48,109.65,107.17,109.97,140.83,149.51,80.44,366.45,376.59,54.72,12.81,97.97
2024-01-12,183.68,154.62,63.01,91.55,109.44,107.92,109.44,141.40,152.87,80.36,371.23,380.35,54.61,12.87,97.99
2024-01-16,181.42,153.16,63.31,91.60,108.36,108.63,108.44,141.24,153.94,80.13,364.26,382.11,56.28,12.77,98.41
2024-01-17,180.48,151.71,62.25,92.17,107.21,107.53,107.27,140.23,153.13,79.78,365.16,381.33,55.95,13.10,99.65
2024-01-18,186.36,153.50,64.39,92.67,105.82,111.45,107.37,142.22,153.83,80.14,372.86,385.64,57.01,13.10,109.41
2024-01-19,189.25,155.34,65.88,94.94,107.90,118.01,109.20,145.09,158.11,82.72,380.11,390.34,59.39,13.39,110.54
2024-01-22,191.55,154.78,66.65,93.51,110.00,118.91,110.93,144.71,159.35,82.79,378.46,388.22,59.55,13.33,109.41
2024-01-23,192.83,156.02,65.51,91.45,108.92,119.48,109.11,145.75,160.38,82.53,381.85,390.56,59.77,13.20,110.47
2024-01-24,192.16,156.87,65.62,94.11,108.86,122.16,110.62,147.39,160.37,81.89,387.30,394.15,61.25,13.50,112.78
2024-01-25,191.83,157.75,66.11,95.94,111.83,119.84,113.24,150.54,175.58,83.86,389.76,396.41,61.51,13.77,112.82
2024-01-26,190.10,159.12,66.10,96.25,112.27,117.39,114.23,150.85,172.81,85.24,390.71,395.49,60.92,13.75,113.50
2024-01-29,189.42,161.26,67.39,97.12,113.62,118.65,117.22,152.16,172.55,85.64,397.53,401.16,62.35,13.84,113.23
2024-01-30,185.78,159.00,67.99,97.49,113.29,117.71,116.65,150.13,173.22,86.24,396.58,400.05,62.66,13.70,112.34
2024-01-31,182.18,155.20,64.67,96.34,112.58,114.97,114.12,138.87,169.34,85.07,386.74,389.27,61.42,13.48,109.34
2024-02-01,184.61,159.28,65.75,96.48,113.63,116.92,113.99,139.92,172.33,86.61,391.34,395.34,62.92,13.51,109.75
2024-02-02,183.61,171.81,68.28,98.96,116.90,119.29,114.91,141.13,171.30,87.96,470.86,402.62,66.04,13.79,112.04
2024-02-05,185.42,170.31,68.24,98.83,115.38,121.11,112.04,142.42,169.12,86.91,455.41,397.17,69.21,13.64,114.98
2024-02-06,187.02,169.15,66.22,100.24,117.68,119.12,114.17,142.83,169.11,91.95,450.76,397.01,68.10,13.69,115.55
2024-02-07,187.13,170.53,66.76,101.62,119.41,122.47,116.51,144.26,169.41,93.08,465.50,405.40,69.97,14.00,120.97
2024-02-08,186.05,169.84,68.97,103.06,125.62,124.20,118.13,144.63,171.53,94.87,465.91,405.45,69.52,14.22,129.44
2024-02-09,186.81,174.45,70.61,105.48,126.69,125.04,117.98,147.69,173.38,95.34,464.04,411.76,72.01,15.15,128.84
2024-02-12,185.13,172.34,70.22,104.48,127.02,123.25,120.19,146.23,173.21,95.92,464.82,406.58,72.12,15.34,126.28
2024-02-13,183.04,168.64,66.38,105.43,125.02,121.95,115.45,143.86,170.92,94.21,456.11,397.83,72.00,15.06,123.46
2024-02-14,182.16,170.98,66.42,108.02,126.69,122.98,118.23,144.66,170.80,94.28,469.16,401.67,73.77,15.64,125.12
2024-02-15,181.88,169.80,66.62,109.44,125.27,123.25,120.35,141.52,173.87,94.71,479.82,398.80,72.53,15.63,124.89
2024-02-16,180.34,169.51,65.44,108.56,125.08,121.35,118.17,139.28,174.59,94.15,469.20,396.35,72.48,15.42,122.63
2024-02-20,179.60,167.08,64.90,105.56,122.89,119.50,116.73,139.88,170.68,91.67,467.64,395.10,69.33,15.43,121.31
2024-02-21,180.35,168.59,63.62,105.26,121.97,119.59,116.60,141.30,167.20,92.19,464.45,394.50,67.35,15.45,121.32
2024-02-22,182.38,174.58,67.19,107.40,124.13,127.13,117.62,142.82,171.39,94.26,482.41,403.79,78.40,15.69,124.93
2024-02-23,180.55,174.99,66.92,107.50,122.23,126.30,115.60,142.69,172.80,94.29,480.33,402.51,78.68,15.74,125.38
2024-02-26,179.21,174.73,68.43,106.80,121.68,127.55,115.76,136.36,171.32,94.29,478.05,399.76,78.95,15.62,126.45
2024-02-27,180.66,173.54,67.98,106.74,120.99,126.29,117.12,137.66,172.01,94.51,483.32,399.70,78.56,15.73,124.47
2024-02-28,179.46,173.16,68.29,107.67,121.63,125.63,116.72,135.18,172.41,94.34,480.32,399.94,77.53,15.58,123.30
2024-02-29,178.80,176.76,69.39,107.68,122.91,126.70,118.11,137.24,172.16,96.71,486.38,405.74,78.97,15.70,124.54
2024-03-01,177.72,178.22,71.93,106.92,123.36,136.32,118.36,135.93,175.11,97.37,498.46,407.57,82.13,15.72,129.61
2024-03-04,173.21,177.58,71.99,107.26,125.92,136.62,116.98,132.18,179.63,97.07,494.38,407.00,85.09,15.82,133.83
2024-03-05,168.29,174.12,70.12,105.38,125.59,130.82,115.33,131.50,178.60,95.09,486.47,394.96,85.82,15.65,130.64
2024-03-06,167.30,173.51,71.12,104.79,125.77,131.53,113.93,130.25,182.51,95.47,492.29,394.41,88.55,15.57,137.03
2024-03-07,167.18,176.82,71.62,106.83,125.62,137.08,115.32,133.20,182.87,96.44,508.27,401.33,92.51,15.38,144.42
2024-03-08,168.89,175.35,68.28,104.75,124.27,127.51,116.42,134.22,182.32,97.10,502.08,398.46,87.38,15.40,141.68
2024-03-11,170.89,171.96,67.75,104.76,122.87,125.99,115.10,136.46,178.39,95.86,479.89,396.80,85.63,15.20,134.56
2024-03-12,171.36,175.39,70.46,105.89,124.22,125.87,114.28,137.28,184.02,97.62,495.93,407.35,91.75,15.29,139.77
2024-03-13,169.28,176.56,70.18,105.93,124.85,122.55,116.52,138.56,183.01,96.42,491.78,407.17,90.73,15.31,137.58
2024-03-14,171.13,178.75,71.00,105.96,123.90,122.98,115.32,141.84,179.97,95.32,488.07,417.10,87.79,15.16,135.14
2024-03-15,170.76,174.42,69.43,106.34,123.28,120.37,115.47,139.94,177.78,95.18,480.40,408.47,87.69,15.13,132.59
2024-03-18,171.85,174.48,72.33,106.22,121.47,120.54,114.05,146.38,178.35,93.65,493.18,409.35,88.30,15.24,132.80
2024-03-19,174.18,175.90,71.73,106.66,123.34,120.62,114.56,145.74,179.89,94.25,492.44,413.36,89.24,15.47,131.07
2024-03-20,176.74,178.15,74.14,108.49,124.58,124.85,118.05,147.43,180.47,97.05,501.65,417.11,90.22,15.68,132.90
2024-03-21,169.52,178.15,76.15,110.31,127.45,131.89,121.65,146.30,178.55,100.04,503.87,421.17,91.28,16.27,135.53
2024-03-22,170.42,178.87,76.61,108.43,124.92,132.43,118.14,149.44,177.56,99.17,505.68,420.55,94.13,15.95,136.59
2024-03-25,169.01,179.71,76.38,109.24,124.85,132.24,119.05,148.75,175.66,99.26,499.17,414.79,94.84,16.15,136.28
2024-03-26,167.88,178.30,74.46,109.70,125.01,130.28,118.16,149.35,175.39,99.46,492.09,413.60,92.40,16.29,134.93
2024-03-27,171.44,179.83,72.10,109.40,124.37,129.03,120.94,149.54,177.53,98.93,490.08,413.38,90.09,16.42,132.84
2024-03-28,169.63,180.38,72.50,108.31,124.09,129.68,121.39,149.60,177.67,99.00,481.86,412.69,90.20,16.49,132.22
2024-04-01,168.20,180.97,74.94,108.33,123.54,132.11,121.07,154.12,176.62,98.43,487.59,416.46,90.21,16.23,137.51
2024-04-02,167.02,180.69,72.71,106.49,122.06,130.99,116.71,153.20,175.74,96.36,493.56,413.39,89.30,16.18,136.27
2024-04-03,167.82,182.41,74.70,108.44,123.16,133.38,116.95,153.56,177.62,97.98,502.86,412.42,88.81,16.94,138.00
2024-04-04,167.00,180.00,72.19,106.99,123.36,128.91,116.43,149.21,174.86,96.62,507.01,409.90,85.76,16.65,135.73
2024-04-05,167.75,185.07,74.40,110.45,125.19,131.05,117.88,151.16,175.98,99.34,523.30,417.40,87.86,16.86,137.38
2024-04-08,166.63,185.19,74.35,111.79,126.13,130.73,119.49,153.49,176.61,100.05,515.28,416.48,86.98,17.14,138.77
2024-04-09,167.84,185.67,73.69,107.75,124.86,130.53,121.97,155.22,176.14,98.69,512.94,418.14,85.21,16.91,141.31
2024-04-10,165.97,185.95,72.06,110.01,125.08,129.39,116.50,154.77,173.10,97.45,515.85,415.18,86.89,16.55,142.11
2024-04-11,173.15,189.05,74.14,108.86,125.11,135.26,117.23,158.01,172.97,98.87,519.16,419.76,90.46,16.50,143.06
2024-04-12,174.65,186.13,67.81,106.07,122.57,131.51,114.09,156.34,169.59,95.76,507.98,413.85,88.03,16.21,138.51
2024-04-15,170.83,183.62,65.80,103.62,120.66,128.24,111.96,153.50,168.64,94.33,496.40,405.74,85.85,15.80,136.20
2024-04-16,167.55,183.32,65.69,103.86,122.14,130.04,112.62,153.04,170.97,94.77,495.94,406.66,87.26,16.04,135.87
2024-04-17,166.19,181.28,64.82,103.53,122.90,125.50,113.83,154.10,170.36,93.14,490.39,403.98,83.89,16.01,135.12
2024-04-18,165.24,179.22,64.30,103.35,121.96,123.18,111.18,154.64,168.84,91.88,497.96,396.55,84.52,16.06,128.55
2024-04-19,163.22,174.63,61.52,103.67,120.87,117.87,109.40,152.74,168.95,91.16,477.39,391.50,76.07,15.96,124.11
2024-04-22,164.05,177.23,61.37,106.53,123.19,119.81,112.81,154.91,169.24,92.98,478.04,393.30,79.38,16.13,126.10
2024-04-23,165.10,179.54,62.79,109.58,127.38,122.22,114.86,156.87,169.51,96.43,492.30,399.79,82.28,16.35,129.68
2024-04-24,167.20,176.59,63.69,108.57,126.86,122.97,114.37,157.73,171.29,95.25,489.72,401.25,79.54,16.42,129.23
2024-04-25,168.06,173.67,66.19,107.76,124.79,126.65,113.99,154.63,157.16,93.38,438.00,391.42,82.49,16.23,132.74
2024-04-26,167.47,179.62,66.18,108.09,124.69,131.51,113.95,170.44,155.50,94.04,439.90,398.56,87.58,16.43,134.41
2024-04-29,171.63,180.96,65.92,106.83,125.88,130.98,112.21,164.69,155.78,93.78,429.31,394.57,87.61,16.65,134.60
2024-04-30,168.49,175.00,64.14,104.39,124.19,127.22,108.48,161.35,154.64,91.60,426.88,381.90,86.25,16.51,133.48
2024-05-01,167.47,179.00,63.80,103.80,122.90,121.61,109.30,162.42,152.99,93.62,435.83,387.40,82.90,16.30,131.14
2024-05-02,171.16,184.72,65.46,107.94,125.64,121.19,110.69,165.16,153.23,95.60,438.30,390.24,85.67,15.83,132.40
2024-05-03,181.40,186.21,68.60,105.43,123.09,125.05,109.76,165.77,154.18,93.51,448.50,398.90,88.64,15.69,137.58
2024-05-06,179.75,188.70,69.71,107.38,127.07,128.21,112.76,166.62,156.88,96.70,462.12,405.64,91.98,16.08,138.81
2024-05-07,180.43,188.76,68.50,109.01,128.11,127.50,113.03,169.74,156.67,97.97,464.66,401.52,90.40,15.84,137.14
2024-05-08,180.77,188.00,72.92,109.15,129.40,129.68,111.45,167.89,158.08,98.10,468.98,402.70,90.26,16.09,139.56
2024-05-09,182.58,189.50,74.02,108.06,132.92,127.75,114.45,168.47,156.24,100.61,471.78,404.45,88.59,16.20,138.77
2024-05-10,181.32,187.48,78.51,107.93,132.76,130.41,115.39,167.17,157.06,101.68,472.56,406.82,89.72,16.22,145.06
2024-05-13,184.52,186.57,77.47,105.74,130.78,130.87,113.61,167.65,157.45,98.83,464.43,405.82,90.24,16.08,142.29
2024-05-14,185.66,187.07,78.42,106.79,135.24,135.03,117.19,168.84,157.26,101.00,468.24,408.61,91.20,16.19,147.67
2024-05-15,187.93,185.99,81.51,111.07,139.81,140.52,122.15,170.99,158.11,106.16,477.85,415.75,94.47,16.46,151.20
2024-05-16,188.05,183.63,80.02,109.02,136.86,138.17,118.96,172.65,158.77,102.69,469.61,413.70,94.20,16.51,147.95
2024-05-17,188.08,184.70,79.97,109.36,135.87,136.52,116.91,174.51,158.83,103.17,468.30,412.93,92.32,16.61,147.41
2024-05-20,189.24,183.54,79.85,109.23,134.90,138.35,116.91,175.36,159.67,103.41,465.25,417.97,94.62,16.60,149.23
2024-05-21,190.53,183.15,79.25,110.92,134.02,136.90,118.80,176.29,163.00,104.99,461.07,421.61,95.22,16.70,149.35
2024-05-22,189.10,183.13,79.12,110.09,135.07,136.22,117.85,174.83,163.21,104.28,464.20,423.06,94.79,16.69,151.76
2024-05-23,185.12,181.05,75.36,109.16,135.07,136.32,114.53,172.02,160.37,102.52,462.22,419.60,103.62,16.62,152.67
2024-05-24,188.19,180.75,76.64,111.71,136.25,137.75,115.02,173.45,160.58,104.93,474.56,422.71,106.29,17.01,155.50
2024-05-28,188.20,182.15,76.87,111.79,134.69,138.20,112.76,174.85,159.42,103.96,476.25,422.87,113.70,17.26,154.92
2024-05-29,188.49,182.02,77.08,109.44,132.67,136.07,108.03,174.35,156.97,101.75,470.73,421.74,114.63,16.97,150.00
2024-05-30,189.48,179.32,75.92,112.92,133.42,133.47,111.01,170.60,155.64,102.37,463.48,407.49,110.31,17.08,148.66
2024-05-31,190.43,176.44,74.41,112.33,130.80,129.99,112.10,170.98,156.78,101.39,463.26,407.94,109.44,15.88,146.79
2024-06-03,192.20,178.34,74.10,112.71,128.96,129.34,110.90,171.65,155.31,101.72,473.84,406.36,114.80,15.68,150.59
2024-06-04,192.51,179.34,73.29,110.13,126.15,130.21,110.78,172.26,155.81,99.89,473.34,408.86,116.24,15.29,148.18
2024-06-05,194.02,181.28,74.39,112.45,130.23,138.26,113.22,173.87,157.28,101.95,491.27,416.67,122.23,15.26,158.34
2024-06-06,192.64,185.00,74.14,109.25,125.04,137.10,110.86,175.18,158.05,98.09,489.98,417.17,120.79,14.77,157.51
2024-06-07,195.03,184.30,74.20,108.66,124.04,137.63,109.42,172.93,159.75,96.61,489.19,416.51,120.68,14.73,159.76
2024-06-10,191.30,187.06,74.39,114.86,127.69,140.94,111.35,173.67,160.10,107.42,498.75,420.46,121.58,15.34,163.43
2024-06-11,205.19,187.23,76.19,112.87,126.70,142.95,110.71,175.27,159.10,108.66,503.59,425.18,120.71,15.37,161.05
2024-06-12,211.06,186.89,77.83,114.48,128.30,146.33,114.82,176.43,158.80,109.92,504.95,433.42,124.99,15.57,168.11
2024-06-13,212.22,183.83,82.92,112.45,124.82,164.28,113.69,173.82,158.92,107.82,500.24,433.93,129.40,15.30,168.57
2024-06-14,210.48,183.66,82.12,112.05,124.63,169.76,112.79,175.44,159.00,107.65,500.80,434.90,131.66,15.10,168.18
2024-06-17,214.62,184.06,85.02,112.46,125.95,178.94,113.64,175.88,159.27,108.62,503.25,440.60,130.76,15.31,172.80
2024-06-18,212.27,182.81,85.08,113.46,126.86,176.36,114.33,173.75,160.26,108.93,496.16,438.61,135.36,15.64,175.18
2024-06-20,207.70,186.10,85.05,114.53,126.59,169.72,115.99,174.95,163.43,108.50,498.35,437.98,130.56,15.68,170.98
2024-06-21,205.53,189.08,84.34,113.90,123.84,162.29,115.46,178.26,162.05,107.29,491.48,441.99,126.36,15.45,169.60
2024-06-24,206.17,185.57,82.30,114.38,125.78,156.28,116.53,177.85,164.45,105.96,495.58,439.92,117.92,15.59,163.60
2024-06-25,207.10,186.34,83.63,114.57,127.19,155.16,115.74,182.62,162.19,105.91,507.20,443.14,125.88,15.59,168.27
2024-06-26,211.24,193.61,83.68,114.17,127.28,156.26,115.50,182.47,161.50,104.29,509.70,444.33,126.19,15.74,167.76
2024-06-27,212.08,197.85,86.98,114.11,127.75,155.74,115.46,183.99,160.54,104.37,516.10,445.01,123.79,15.80,167.33
2024-06-28,208.63,193.25,87.62,114.18,125.24,157.59,115.17,180.76,162.51,103.76,500.86,439.21,123.34,15.67,169.45
2024-07-01,214.70,197.20,89.18,114.83,127.99,161.05,113.71,181.59,164.53,103.04,501.31,448.82,124.10,15.72,168.01
2024-07-02,218.19,200.00,89.25,116.09,127.28,162.69,114.62,183.82,166.60,104.44,506.10,451.32,122.47,15.48,171.29
2024-07-03,219.46,197.59,91.36,115.85,130.01,169.73,114.79,184.40,165.13,104.57,506.56,452.79,128.07,15.62,177.91
2024-07-05,224.20,200.00,91.54,114.83,129.92,167.19,114.16,189.14,165.40,104.59,536.31,459.46,125.62,15.61,179.38
2024-07-08,225.67,199.29,92.77,112.10,127.58,171.36,112.35,187.58,166.92,103.59,525.79,458.16,127.99,14.92,181.95
2024-07-09,226.52,199.34,91.44,112.84,126.65,170.13,112.82,187.53,165.83,104.10,526.47,451.58,131.16,14.93,179.89
2024-07-10,230.78,199.79,90.94,115.28,130.37,171.25,115.60,189.72,167.11,107.91,531.12,458.17,134.69,15.21,186.26
2024-07-11,225.42,195.05,89.90,117.11,132.59,167.45,117.78,184.15,167.55,107.32,509.28,446.82,127.19,15.41,179.87
2024-07-12,228.36,194.49,90.47,116.57,133.95,166.93,120.30,183.65,171.80,109.18,495.54,445.69,129.03,15.62,182.65
2024-07-15,232.19,192.72,90.11,118.46,137.18,168.26,123.14,185.10,171.85,113.34,492.85,446.10,128.23,15.72,180.58
2024-07-16,232.60,193.02,89.56,119.92,139.07,166.25,127.46,182.51,174.60,115.03,486.52,441.73,126.15,16.21,181.38
2024-07-17,226.72,187.93,84.17,117.19,135.05,153.10,125.45,179.63,176.14,112.18,458.91,435.84,117.80,16.58,166.91
2024-07-18,222.06,183.75,83.16,116.37,138.50,157.56,126.90,176.33,174.04,113.29,472.68,432.74,120.89,16.79,167.56
2024-07-19,222.19,183.13,82.64,116.54,138.42,154.45,128.93,176.30,172.19,113.53,473.61,429.54,117.74,17.01,161.61
2024-07-22,221.85,182.55,85.56,119.91,141.70,158.09,131.34,180.28,173.04,116.21,484.15,435.27,123.34,17.50,165.10
2024-07-23,222.89,186.41,86.66,120.73,141.70,160.75,133.60,180.40,172.99,116.30,485.43,437.14,122.39,17.46,165.56
2024-07-24,216.48,180.83,81.47,117.71,135.79,148.55,128.03,171.31,172.92,114.10,458.19,421.47,114.06,17.08,155.79
2024-07-25,215.44,179.85,78.53,117.65,136.54,146.50,130.26,166.00,180.40,115.07,450.39,411.15,112.10,17.29,156.26
2024-07-26,215.90,182.50,79.80,118.14,138.23,148.83,132.10,165.72,180.18,116.84,462.59,417.90,112.87,17.42,157.88
2024-07-29,216.18,183.20,80.14,118.04,136.58,147.45,131.91,168.23,179.95,116.93,462.60,419.34,111.41,17.08,156.00
2024-07-30,216.73,181.71,77.86,118.60,140.56,140.87,132.25,168.99,179.51,118.30,460.10,415.59,103.56,16.82,150.67
2024-07-31,219.98,186.98,86.64,121.18,143.96,157.71,133.01,170.23,180.55,121.71,471.66,411.10,116.83,16.83,161.64
2024-08-01,216.30,184.07,84.66,112.15,140.16,144.31,128.21,169.45,178.22,118.07,494.42,409.88,109.03,15.16,154.21
2024-08-02,217.78,167.90,79.83,100.12,130.86,141.17,124.49,165.38,177.71,107.09,484.89,401.41,107.09,14.35,146.10
2024-08-05,207.29,161.02,78.73,95.89,125.67,139.46,121.18,158.03,172.25,104.74,472.56,388.30,100.28,13.95,144.24
2024-08-06,205.27,161.93,80.89,100.05,127.56,141.26,121.93,157.08,175.53,108.06,490.80,392.69,104.08,14.46,151.49
2024-08-07,207.84,162.77,79.33,99.72,127.12,133.75,119.38,157.72,175.53,107.26,485.66,391.53,98.75,14.37,151.15
2024-08-08,211.30,165.80,83.62,99.79,130.58,143.05,122.25,160.79,180.99,111.19,506.23,395.71,104.80,14.91,160.42
2024-08-09,214.20,166.94,83.95,101.25,133.00,145.52,122.51,162.42,181.47,112.27,514.32,398.99,104.58,15.08,162.93
2024-08-12,215.73,166.80,84.58,99.64,131.88,145.88,120.96,161.05,179.60,111.28,512.51,399.76,108.84,14.95,163.43
2024-08-13,219.43,170.23,86.55,101.16,133.00,153.28,124.77,162.90,181.04,114.36,525.02,406.84,115.95,15.27,168.02
2024-08-14,219.88,170.10,87.16,102.49,135.16,154.78,127.40,159.14,182.30,116.90,523.25,409.64,117.89,15.63,165.71
2024-08-15,222.86,177.59,89.15,107.18,136.82,163.06,127.50,160.07,183.84,118.71,533.75,414.48,122.66,15.91,169.60
2024-08-16,224.17,177.06,88.47,107.79,136.26,162.66,125.64,161.71,183.68,117.59,523.90,411.96,124.38,15.71,170.16
2024-08-19,224.02,178.22,88.01,108.39,135.86,164.61,125.99,165.39,184.58,118.67,525.75,414.97,129.79,15.77,171.05
2024-08-20,224.63,178.88,88.45,106.68,135.98,162.89,124.43,165.90,185.81,117.16,523.22,418.19,127.04,15.60,167.73
2024-08-21,224.52,180.11,88.97,106.12,135.79,162.72,126.08,164.58,186.93,117.27,531.59,417.54,128.29,15.49,167.14
2024-08-22,222.67,176.13,88.04,105.34,134.85,159.34,126.12,162.55,185.75,117.24,528.38,409.09,123.54,15.44,162.27
2024-08-23,224.96,177.04,88.78,108.29,138.13,163.29,130.32,164.35,185.88,120.70,524.48,410.31,129.16,15.49,166.99
2024-08-26,225.30,175.50,86.17,108.66,138.10,156.67,132.83,164.89,187.66,120.62,517.65,407.06,126.25,15.58,164.83
2024-08-27,226.14,173.12,86.40,110.30,137.33,158.41,132.16,163.42,188.37,120.86,515.64,407.40,128.09,15.67,166.27
2024-08-28,224.61,170.80,85.29,110.12,136.43,155.26,131.07,161.60,188.12,120.10,513.33,404.21,125.40,15.35,164.96
2024-08-29,227.88,172.12,86.65,109.99,135.64,154.03,131.54,160.54,188.53,120.64,514.76,406.70,117.40,15.79,164.91
2024-08-30,227.10,178.50,88.35,112.39,137.57,159.81,133.20,162.13,191.60,122.22,517.83,410.65,119.17,15.73,167.40
2024-09-03,220.92,176.25,81.68,108.10,133.46,149.97,129.25,156.16,190.79,116.79,508.35,403.07,107.82,15.20,156.47
2024-09-04,219.02,173.33,81.51,106.37,132.37,151.28,128.98,155.25,193.47,116.19,509.32,402.54,106.04,14.84,156.84
2024-09-05,220.54,177.89,82.11,105.71,132.54,150.00,129.38,156.04,192.03,116.95,513.41,402.04,107.03,14.71,159.60
2024-09-06,218.99,171.39,78.58,104.88,129.16,134.47,128.30,149.77,190.28,114.78,496.93,395.45,102.66,14.37,152.89
2024-09-09,219.08,175.40,81.19,104.48,131.63,138.22,130.78,147.77,192.92,116.97,501.42,399.41,106.29,14.80,158.70
2024-09-10,218.28,179.55,81.69,103.66,131.64,145.47,133.06,147.72,194.62,116.58,501.42,407.76,107.92,14.92,158.36
2024-09-11,220.81,184.52,85.73,105.53,132.93,155.35,134.05,150.20,198.95,116.81,508.42,416.46,116.72,15.12,165.96
2024-09-12,220.92,187.00,88.84,109.12,135.17,161.52,137.08,153.71,200.58,118.85,522.10,420.36,118.95,15.32,167.75
2024-09-13,220.65,186.49,89.94,111.09,138.51,164.59,141.46,156.46,203.60,121.26,521.12,423.89,118.91,15.64,168.80
2024-09-16,214.53,184.89,89.79,113.78,141.27,160.99,144.62,157.06,205.84,124.95,530.23,424.63,116.60,16.08,165.45
2024-09-17,214.99,186.88,90.24,114.39,144.50,159.47,145.08,158.31,202.97,126.37,533.25,428.38,115.41,16.23,163.76
2024-09-18,218.86,186.43,90.43,114.15,144.07,158.69,144.96,158.80,203.74,127.63,534.87,424.11,113.19,16.20,163.69
2024-09-19,226.97,189.87,94.83,118.11,148.01,164.87,149.39,161.11,202.74,131.13,555.90,431.87,117.69,16.80,172.44
2024-09-20,226.31,191.60,96.11,120.88,148.15,168.49,147.95,162.55,206.35,131.56,558.14,428.50,115.82,16.75,170.34
2024-09-23,224.59,193.88,96.39,121.61,147.76,170.31,147.10,160.82,209.01,130.94,561.18,426.77,116.08,16.82,171.01
2024-09-24,225.48,193.96,96.27,121.52,148.78,172.18,147.41,161.26,209.45,130.73,560.11,422.50,120.68,17.07,178.06
2024-09-25,224.49,192.53,97.05,120.93,149.46,172.85,142.94,160.47,209.70,130.02,565.06,425.39,123.32,17.15,178.43
2024-09-26,225.63,191.16,96.57,121.88,147.57,175.38,143.60,161.70,211.79,129.73,564.59,424.60,123.85,16.90,182.82
2024-09-27,225.90,187.97,95.07,122.18,148.38,170.06,144.97,162.91,209.33,130.48,564.11,421.36,121.21,17.16,174.15
2024-09-30,231.07,186.33,95.96,121.30,147.37,169.87,143.28,164.80,209.56,128.94,569.17,423.61,121.25,17.26,169.94
2024-10-01,224.33,185.13,95.46,128.20,147.82,164.92,142.08,165.93,207.92,128.24,573.17,414.15,116.82,17.40,168.38
2024-10-02,224.90,184.76,97.40,128.87,149.46,168.06,142.42,164.81,208.28,130.56,569.53,410.64,118.66,17.57,172.02
2024-10-03,223.80,181.96,97.53,127.57,148.52,169.27,141.47,164.81,211.11,129.26,579.44,410.06,122.66,17.94,175.63
2024-10-04,224.92,186.51,98.99,131.42,151.67,173.95,142.15,166.00,214.22,131.61,592.53,409.59,124.73,18.62,177.27
2024-10-07,219.85,180.80,98.14,130.34,151.83,172.41,139.48,161.95,215.28,129.68,581.43,403.17,127.52,18.48,180.55
2024-10-08,223.90,182.72,100.06,132.17,145.05,177.98,139.83,163.34,216.70,129.70,589.50,408.26,132.68,18.15,182.05
2024-10-09,227.64,185.17,101.73,134.03,149.57,183.12,138.87,160.83,222.09,133.26,587.13,410.97,132.44,18.46,183.12
2024-10-10,227.14,186.65,102.44,133.94,149.23,182.86,139.44,161.05,220.88,131.45,580.49,409.37,134.60,18.68,181.79
2024-10-11,225.66,188.82,104.23,136.16,153.15,178.72,143.19,162.21,221.10,133.89,586.58,409.85,134.59,19.08,186.71
