Date,AAPL,AMZN,ANET,APO,ARES,AVGO,BX,GOOGL,IBM,KKR,META,MSFT,NVDA,OWL,TSM
2025-09-04,0.00547831,0.04198415,0.02721398,0.01593208,0.01810226,0.01219427,0.01518247,0.00708479,0.01253882,0.01851778,0.01561597,0.00517116,0.00607693,0.00778645,0.01637419
2025-09-05,-0.00037532,-0.01431614,0.01183035,-0.02410829,-0.01533492,0.08989030,0.00052965,0.01155595,0.00544676,-0.01333949,0.00506290,-0.02586464,-0.02740216,-0.01450912,0.03426854
2025-09-08,-0.00758010,0.01499481,-0.02008136,0.02173101,-0.00599624,0.03162449,0.01928443,-0.00319952,0.02996536,0.02304817,-0.00019940,0.00644391,0.00769395,0.01284570,0.01540999
2025-09-09,-0.01495058,0.01012500,0.01347927,-0.00014885,-0.00671760,-0.02632336,-0.00075047,0.02360404,0.01172363,-0.00941756,0.01765524,0.00042136,0.01445149,-0.01340804,0.01497687
2025-09-10,-0.03279133,-0.03376552,0.06023074,-0.00581961,0.02180878,0.09323689,0.02880120,-0.00192149,-0.00864350,0.01373446,-0.01808063,0.00392478,0.03775344,0.04562490,0.03723833
2025-09-11,0.01418531,-0.00165119,0.01527546,0.02044202,0.03179245,-0.02726438,0.03142596,0.00500483,0.00050590,0.04024450,-0.00143717,0.00127827,-0.00084638,0.00749478,-0.00589204
2025-09-12,0.01741048,-0.00785860,-0.09342353,0.01187945,-0.01044916,0.00066695,-0.01407196,0.00178728,-0.01398787,-0.01158323,0.00622634,0.01758849,0.00366207,0.00000000,0.00162087
2025-09-15,0.01117321,0.01427414,0.04241907,0.00325484,-0.01582565,0.01165831,0.01341936,0.04391358,0.01098738,0.00909757,0.01198465,0.01065110,-0.00039368,-0.00857007,0.00787407
2025-09-16,0.00610725,0.01125736,-0.02274161,0.01127364,-0.00106324,-0.01129712,-0.00043531,-0.00179005,0.00498285,-0.00186817,0.01852746,-0.01233910,-0.01627798,-0.00215407,0.00574779
2025-09-17,0.00352101,-0.01043670,0.00477189,-0.00882136,0.00156648,-0.03917395,-0.00054453,-0.00651109,0.00603953,0.00013838,-0.00421942,0.00192331,-0.02659733,0.00000000,0.00278179
2025-09-18,-0.00465535,-0.00168521,0.02639191,0.03308721,0.02500753,-0.00237165,0.02718399,0.00996904,0.02259290,0.03363827,0.00582282,-0.00308294,0.03434397,0.02869487,0.02201706
